news,Date,Adj Close1,Adj Close
hemen kapadia kr choksey security recommends buying hdfc bank target r aurobindo pharma target r,2014-12-08,216.622208,0.2198605624
bank chairman chief executive mushtaq ahmed last october said lender considering fully exit investment,2014-07-08,181.83194,-0.1606034225
aditya agarwal security advises buying dr reddy laboratory target r selling punjab national bank target,2014-07-30,190.844055,0.0495628821
punjab national bank informed annual general meeting agm bank held june,2014-07-28,183.324219,-0.0394030404
hemen kapadia kr choksey security advises buying adani enterprise target r ambuja cement target r,2014-07-25,180.18364,-0.0171312826
parag thakkar hdfc security prefers state bank india punjab national bank bank baroda,2014-07-15,180.846863,0.003680817
following measure brokerage expecting stock expected benefit budget,2014-07-07,189.185989,0.0461115325
dhirendra tiwari antique institutional equity prefers punjab national bank bank baroda psu banking space,2014-04-07,146.749115,-0.2243129855
punjab national bank informed regarding proceeding annual general meeting bank held june#according bnp paribas excluding oil marketing company company track likely grow percent basis,2014-02-07,89.800758,-0.3880661018
interview gauri shankar ed pnb discus bank result future plan,2014-01-07,97.331291,0.0838582342
sudarshan sukhani recommends buying punjab national bank,2014-06-30,193.545746,0.9885254168
prabhudas lilladher bullish punjab national bank pnb recommended accumulate rating stock target r july,2014-06-16,184.660431,-0.0459080873
ambareesh baliga independent market expert view one may stay away psu bank,2014-05-06,153.205826,-0.1703375478
krchoksey bullish punjab national bank pnb recommended accumulate rating stock target r july,2014-05-28,189.634628,0.2377768715
according report dna quoted finance ministry r crore loan sanctioned union bank india ubi withdrawn depos,2014-05-26,199.524551,0.0521525162
sudarshan sukhani recommends buying ultratech cement punjab national bank havells india#united bank part consortium lender bhushan steel part additional lending company said deepak narang ed,2014-05-22,192.160767,-0.0369066562
pritesh mehta senior technical analyst iifl recommends holding state bank india stock may test r#pritesh mehta senior technical analyst iifl view punjab national bank may test r#vk sharma hdfc security recommends buying punjab national bank call state bank india call,2014-05-14,162.76413,-0.1529793904
united bank declared kingfisher airline promoter vijay mallya bank process sending formal,2014-05-13,156.102585,-0.0409275987
punjab national bank raising r crore basel iii compliant bond annual coupon private placement basis september#market expert ambareesh baliga cautious public sector undertaking psu bank,2014-12-05,218.855713,0.4019992878
manas jaiswal recommends buying punjab national bank stock may test r next one two trading session,2014-08-05,190.483185,-0.1296403352
hemant thukral aditya birla money view punjab national bank may test r,2014-06-05,193.896866,0.0179211672
parag thakkar hdfc security prefers state bank india bank baroda punjab national bank largecap psu bank#credit growth pnb around percent currently expected touch percent end,2014-04-28,155.244278,-0.1993461204
watch interview p phani sekhar fund angel broking kunal bothra head advisory lkp sumaira abidi nigel#bank hurry raise capital modus operandi fixed post equity infusion plan say kr kamath cmd punja,2014-04-23,157.038895,0.0115599559
yogesh mehta motilal oswal view punjab national bank may test r#supreme court said order become operational six month inquiry coal block allocation case likely continue,2014-04-21,157.077911,0.000248448
rajat bose view one may avoid punjab national bank bank india,2014-09-04,183.860641,0.1705060236
sudarshan sukhani recommends buying glenmark pharma punjab national bank tata consultancy service,2014-04-04,146.632065,-0.2024825748
mayuresh joshi vice president institution angel broking bullish stance axis bank icici bank,2014-03-04,110.369064,-0.2473060787
punjab national bank missed street expectation parameter second quarter ending september owing higher employee provision#punjab national bank missed street expectation parameter second quarter net profit rising percent expected growth#profit increased r crore quarter r crore quarter last year due higher income,2014-03-31,145.110535,0.3147754429
dolat capital bullish punjab national bank pnb recommended accumulate rating stock target r october,2014-03-28,146.349213,0.0085360997
siddarth bhamre angel broking view one may avoid midcap space,2014-03-25,130.558517,-0.1078973756
brokerage house religare capital bullish punjab national bank pnb recommended rating stock target price r#krchoksey bullish punjab national bank pnb recommended accumulate rating stock target price r october,2014-03-13,120.210197,-0.0792619297
amit harchekar chief technical strategist plus analytics recommends shorting punjab national bank target r#brokerage house prabhudas lilladher bullish punjab national bank pnb recommended rating stock target price,2014-11-03,185.245621,0.5410142036
vishal kshatriya edelweiss advises buying idea cellular target r punjab national bank target r,2014-07-03,193.30191,0.0434897676
sudarshan sukhani view one may take positional trade punjab national bank stock verge sig,2014-02-28,107.716148,-0.4427569391
top stock keep eye november hdfc bank apollo hospital itc mcx ongc greenply industry siemens sbi pnb lanco,2014-02-24,105.170517,-0.0236327705
vk sharma head private broking wealth management hdfc security recommends buying pnb call,2014-02-20,103.619728,-0.0147454728
rahul shah motilal oswal security recommends buying punjab national bank target r,2014-02-18,105.921524,0.022213878
kunal bothra lkp security view punjab national bank may test r,2014-06-02,190.824539,0.8015652702
watch interview kunal bothra head advisory lkp security shared reading outlook specific stock sector feroze azeez#top stock focus december infosys tv motor hindustan petroleum corporation limited hpcl indian oil corporation ioc sta,2014-01-31,88.483734,-0.5363084095
mayuresh joshi angel broking view bank baroda state bank india bank india canara bank punjab national bank look,2014-07-01,194.384537,1.1968392179
gaurav bissa derivative analyst lkp security view one may stay invested state bank india#gaurav bissa derivative analyst lkp security view one may stay invested punjab national bank#banker retreat gyan sangam saw banking official conduct various seminar group discussion key issue ensuring greater#top stock focus january infosys indiabulls housing sbi pnb manjushree tech ashok leyland ttml cadila health l,2015-12-31,115.699997,-0.4047880619
rajat bose advises buying punjab national bank,2015-12-30,117.800003,0.0181504413
harendra kumar elara capital prefers punjab national bank psu banking space#according harendra kumar elara capital one may prefer axis bank punjab national bank,2015-12-29,120,0.0186756956
airline stated much money borrowed pnb could reached comment bank also could reached comment#vibhav kapoor il f overweight psu banking space advises investing,2015-12-28,120.449997,0.003749975
manas jaiswal recommends selling tata steel punjab national bank,2015-12-24,120.099998,-0.0029057618
mahantesh sabarad deputy sbicap security view one may prefer pnb,2015-12-22,120.650002,0.0045795505
siddarth bhamre angel broking recommends shorting state bank india punjab national bank,2015-12-21,122.550003,0.0157480395
sudarshan sukhani recommends buying pnb indraprastha gas asian paint,2015-12-15,121.550003,-0.0081599345
suzlon said repay domestic term loan worth r crore proceeds sale german arm senvion,2015-12-14,124.699997,0.0259152112
amit harchekar plus analytics view pnb may test r,2015-08-12,152.699997,0.2245388987
nooresh merani ceo analyse india view one may stay invested punjab national bank,2015-01-12,203.796524,0.3346203537
sudarshan sukhani view one may look state bank india punjab national bank bank baroda,2015-11-30,144.399994,-0.2914501623
siddarth bhamre angel broking view one may look sbi pnb icici bank,2015-11-27,144.300003,-0.0006924585
net profit r crore quarter financial year gross npa percentage tot,2015-11-26,139.949997,-0.0301455711
sudarshan sukhani advises buying punjab national bank one may prefer maruti suzuki,2015-11-24,138,-0.0139335266
punjab national bank informed bse bank raised r crore basel iii compliant perpetual debt instrument nature,2015-11-23,138.800003,0.0057971232
bank would issue crore share price r apiece government raising r crore form equity capital,2015-11-18,136.149994,-0.0190922834
sudarshan sukhani view one may look pnb suzlon energy,2015-11-17,140.850006,0.0345208388
top stock focus february wockhardt federal bank bharti airtel idea cellular reliance communication state bank india p,2015-11-16,140.149994,-0.004969911
r sreesankar head institutional equity prabhudas lilladher view one may look financial service,2015-09-11,134.5,-0.0403139083
interview jignesh shial banking analyst idbi capital share view announcement change psu#top stock focus february gmr infra century textile bank baroda punjab national bank bank india canara bank idbi b,2015-06-11,129.183289,-0.0395294498
amit harchekar plus analytics advises shorting punjab national bank current level,2015-05-11,145.422653,0.1257079312
top stock focus march punjab national bank pnb ashok leyland cairn india reliance infrastructure pipavav defence jinda,2015-10-29,128.850006,-0.1139619355
chandan taparia anand rathi security recommends selling hindalco industry punjab national bank,2015-10-21,135.75,0.0535505912
manoj murlidharan religare security recommends buying state bank india target r punjab national bank target r,2015-10-20,138.199997,0.01804786
top stock focus march top stock focus march idea unitech sbi dlf fortis jp associate pnb uco,2015-08-10,159.100006,0.1512301697
top stock keep eye march icici bank infosys jspl usha martin cnx psu bank index bank india pnb gujarat fluoro ta,2015-07-10,145.100006,-0.0879949684
according mayuresh joshi angel broking one may stay invested punjab national bank,2015-09-30,133.25,-0.0816678533
sudarshan sukhani recommends shorting oriental bank commerce punjab national bank pnb dena bank andhra bank uco bank,2015-09-28,134.850006,0.0120075497
chandan taparia anand rathi security recommends selling punjab national bank coal india,2015-09-24,135.850006,0.0074156467
manas jaiswal recommends buying biocon advises selling pnb#sameet chavan angel broking view one may exit punjab national bank around r#siddarth bhamre angel broking view one look bank india punjab national bank larsen toubro,2015-09-18,138.550003,0.019874839
watch interview mayuresh joshi angel broking answer stock query kalpesh ashar full circle financial planner advisor#punjab national bank informed bse capital fund tune r crore received govt india march#top stock keep eye april pnb hpcl hcl tech jp power zuari agro chambal fertiliser gammon infra eclerx kalpataru pow,2015-09-16,136.5,-0.0147961238
mayuresh joshi fund manager pm angel broking view axis bank yes bank top pick#sudarshan sukhani view one may exit india cement punjab national bank,2015-09-14,137.199997,0.0051281832
kunal saraogi equityrush recommends buying punjab national bank century textile industry#punjab national bank submitted bse copy minute extraordinary general meeting egm shareholder bank held march,2015-10-09,138.149994,0.0069241765
tushar mahajan head listed future option india nomura financial advisory view one may prefer icici bank state bank,2015-04-09,157.955719,0.1433639223
vineet bhatnagar md phillip capital view one may keep bank india punjab national bank state bank india portfolio,2015-01-09,201.504486,0.2757023758
vk sharma hdfc security recommends buying dlf put pnb put tv motor company put,2015-08-31,144.850006,-0.281157413
dipan mehta member bse nse view one may look state bank india,2015-08-24,142.600006,-0.0155333097
sudarshan sukhani view one may prefer punjab national bank yes bank,2015-08-19,168,0.1781205675
mehraboon irani nirmal bang security view one may look pnb indusind bank#devang mehta anand rathi financial service view one may prefer private sector bank,2015-08-18,170.600006,0.0154762262
bank even single big account pipeline far restructuring concerned#punjab national bank pnb reported disappointing set number fourth quarter net profit falling percent r crore#punjab national bank pnb disappointed street friday fourth quarter profit falling percent r crore dented l,2015-08-17,173.300003,0.0158264766
krchoksey bullish punjab national bank pnb recommended accumulate rating stock target price r research#krchoksey bullish punjab national bank pnb recommended accumulate rating stock target price r research,2015-08-13,152.850006,-0.1180034429
according parag jariwala research banking financial service religare capital reason excited bank,2015-07-08,142.449997,-0.0680406189
punjab national bank informed annual general meeting agm bank held june,2015-07-31,151,0.0600210823
kotak institutional equity bullish four private one public bank post fourth quarter number,2015-07-30,151.100006,0.0006622914
dipan mehta member bse nse view one need get neutral slightly underweight bank,2015-07-29,137.649994,-0.089013974
gaurav bissa lkp security recommends buying ashok leyland titan company advises selling punjab national bank,2015-07-28,141.850006,0.0305122571
department financial service earlier sought application post md ceo punjab national bank bank baroda bank india#ram sangapure ed punjab national bank said bank already made capital requirment presentation government,2015-07-22,139.050003,-0.0197391814
mehraboon irani nirmal bang security view kec international still good bet,2015-10-07,138.949997,-0.0007192089
bhushan steel ltd bsl received lender approval restructuring r crore loan scheme reserve bank#expect around percent profit tax pat growth private bank stable operating profit ppop growth p,2015-09-07,127.900002,-0.0795249747
move aimed improving ease business exporter importer commerce secretary rita teaotia said step help exp,2015-08-07,159.899994,0.2501953987
bank union friday demanded merger beleaguered lender dhanlaxmi bank nationalised bank alleging mismanagement,2015-07-07,145.100006,-0.0925577771
account wilful defaulter reported rbi list updated website rbi punjab national bank execu#gauri shankar md ceo punjab national bank pnb spoke post quarterly result announcement,2015-06-30,138.800003,-0.0434183511
sudarshan sukhani recommends staying punjab national bank union bank india#bank also talking lending partner carrying swap would dilute stake existing shareholder,2015-08-06,161.949997,0.1667866967
sudarshan sukhani view one may avoid psu bank feel private sector name opportunity,2015-04-06,144.983734,-0.1047623545
according rajat bose punjab national bank may touch r sustains r bank baroda may slip r,2015-05-28,152.396301,0.0511268871
manav chopra networth stock broking advises buying siemens target r,2015-05-27,149.470291,-0.0192000067
bank declared dividend percent face value r per share#vk sharma hdfc security recommends buying punjab national bank call,2015-05-13,141.277466,-0.0548123975
pritesh mehta iifl recommends selling punjab national bank stock may head lower test r,2015-11-05,129.600006,-0.0826562107
hemant thukral aditya birla money view one may prefer union bank canara bank feel psu bank may move percent#sudarshan sukhani view one may avoid bank baroda#sandip sabharwal view one may prefer punjab national bank union bank india bank baroda state bank,2015-08-05,159,0.2268517951
two lender among public sector bank including sbi punjab national bank bank baroda canara bank idbi receive tota,2015-04-27,155.712433,-0.020676522
earlier month government decided infuse total r crore public sector bank including sbi pnb idbi bank baroda c#punjab national bank informed bse extraordinary general meeting agm company held september,2015-04-17,159.223648,0.0225493555
kunal bothra lkp security view one may look state bank india bank baroda bank india,2015-04-16,157.955719,-0.0079631953
hemen kapadia kr choksey security recommends buying punjab national bank bharat petroleum corporation,2015-04-15,162.588562,0.0293300112
kunal bothra lkp security recommends buying jsw steel punjab national bank#siddarth bhamre angel broking view hdfc bounce recommends trading icici bank state bank india tata motor posit,2015-04-13,161.515701,-0.0065986253
capital infusion bank lic way issue equity share preferential basis country largest insurer bank sa,2015-06-04,141.277466,-0.1253019668
rahul mohindar view one may keep hdfc bank punjab national bank bank baroda portfolio,2015-03-31,140.838562,-0.0031066809
august government announced capital infusion public sector bank including pnb sbi idbi bank baroda canara bank dena bank,2015-03-27,143.1306,0.0162742218
extraordinary general meeting egm held mangaluru today bank also approved issue crore equity share lic worth r,2015-03-26,144.496063,0.0095399796
punjab national bank informed bse consequent upon receipt capital fund tune r crore government india sept#sudarshan sukhani view psu bank look attractive feel oriental bank commerce state bank india p,2015-03-25,151.664795,0.0496119538
last week eight public sector bank including sbi punjab national bank bank baroda allotted equity share preferential basis,2015-03-23,159.077362,0.0488746713
kiran jadhav precision investment service veiw one may prefer reliance communication advises looking tv motor pnb bob#sudarshan sukhani view one may prefer canara bank bank baroda andhra bank punjab national bank,2015-03-16,163.320068,0.0266707088
siddarth bhamre angel broking view one may prefer state bank india punjab national bank,2015-12-03,136.350006,-0.1651362403
punjab national bank submitted minute extra ordinary general meeting egm company held september,2015-09-03,130.800003,-0.0407040906
gaurav bissa lkp security suggests buying punjab national bank pnb target r,2015-03-03,165.075668,0.2620463625
neeraj deewan quantum security view psu bank part portfolio#bank profit increased percent yoy r crore impacted lower income slow growth operating profit net int#public sector lender say advance loan book quarter ended september rose percent r lakh crore deposit increased,2015-02-27,162.052124,-0.0183161094
sudarshan sukhani view one may see downside icici bank public sector undertaking bank,2015-02-26,155.614914,-0.0397230832
pritesh mehta iifl advises buying allcargo logistics punjab national bank reliance infrastructure#prabhudas lilladher bullish punjab national bank recommended accumulate rating stock target price r researc,2015-02-24,157.370514,0.011281695
rajat bose feel punjab national bank may test r,2015-02-18,163.807724,0.0409048038
pact swift india domestic service act channel payment cash management trade finance treasury transaction citi#sudarshan sukhani advises buying psu banking stock,2015-12-02,139.600006,-0.1477812975
pact swift india domestic service act channel payment cash management trade finance treasury transaction citi,2015-11-02,129.449997,-0.0727077977
punjab national bank informed bse extra ordinary general meeting egm bank held january#vk sharma hdfc security recommends buying pnb call,2015-06-02,148.007278,0.1433548199
rahul mohindar view axis bank sbi worthy pick,2015-03-02,161.661987,0.0922570105
rahul mohindar view icici bank may test r,2015-01-28,201.60202,0.247058902
bank also offer customer credit facility scheme repair renovation damaged house overdraft facility e,2015-01-23,202.040909,0.002177007
mayuresh joshi angel broking view one may prefer axis bank icici bank#manas jaiswal advises selling punjab national bank target r,2015-01-22,207.551575,0.027275001
chandan taparia derivative technical analyst anand rathi security recommends selling syndicate bank bhel#rbi met bank boss recently take stock bad loan problem outline step would help bank clean balance shee,2015-01-21,210.672638,0.0150375298
rakesh bansal rk global advises buying ashoka buildcon target r,2015-01-20,204.089127,-0.0312499576
manas jaiswal advises selling punjab national bank suggests buying reliance communication#siddarth bhamre angel broking view one may look punjab national bank#sameet chavan angel broking advises exiting punjab national bank around r,2015-01-16,199.992722,-0.0200716474
sudarshan sukhani advises buying ntpc hero motocorp#chandan taparia anand rathi security advises selling punjab national bank target r,2015-01-14,198.042038,-0.0097537749
ambareesh baliga market expert view one may look state bank india punjab national bank bank baroda,2015-01-13,202.235992,0.0211770897
sp tulsian view one may stay away psu banking stock,2015-12-01,143.800003,-0.2889495011
government approved sanctioned release crore december towards contribution preferential allotment,2015-09-01,134.800003,-0.062586925
gaurav bissa lkp security recommends selling punjab national bank target r,2016-12-21,120.550003,-0.1057121638
ashish kyal recommends selling bank india volta#chandan taparia derivative technical analyst anand rathi security recommends selling punjab national bank target r#shubham agarwal motilal oswal security recommends selling pnb stock head r#prakash gaba recommends shorting hero motocorp feel pnb test r,2016-12-15,126.300003,0.0476980494
prakash gaba view one may exit punjab national bank pick indusind bank#prakash diwan view one may exit punjab national bank,2016-05-12,79.349998,-0.3717339975
rajat bose recommends shorting icici bank taregt r like state bank india#rajat bose recommends selling larsen toubro punjab national bank,2016-11-29,136.100006,0.7151860042
rajat bose recommends buying tech mahindra reliance industry,2016-11-21,136.449997,0.0025715723
para bothra ashika stock broking advises buying berger paint target r,2016-11-18,149.75,0.0974716254
pnb housing finance plan raise usd million r crore external commercial borrowing ecb fund affordable housing seg,2016-11-17,147.600006,-0.014357222
gaurav ratnaparkhi sharekhan suggests buying bharat forge target r,2016-11-16,148.800003,0.0081300606
domestic bank comply standard march require higher capital base prtotect finan#interview jiji mammen ceo mudra bank said bank baroda bank india punjab national bank discussion,2016-11-15,154.699997,0.0396504965
prakash gaba recommends shorting tata motor feel pnb may test r,2016-08-11,116.25,-0.2485455575
interview usha ananthasubramanian punjab national bank pnb spoke united brewery holding,2016-05-11,79.5,-0.3161290323
according pankaj jain sw capital one may remain invested punjab national bank,2016-04-11,83.050003,0.0446541258
earlier week punjab national bank one bank consortium declared kingfisher airline guarantor vijay mallya united brewerie#known flamboyance hosting lavish party even company declared defaulter lender mallya also said everybody,2016-03-11,81.849998,-0.0144491867
borrower punjab national bank belief wherewithal pay#bank recently declared beleaguered kingfisher airline guarantor ub holding vijay mallya wilful defaulter kingfisher airline#rajat bose recommends selling pidilite industry punjab national bank#ashwani gujral recommends buying ultratech cement biocon cesc advises selling engineer india obc,2016-10-24,147.050003,0.7965791887
sudarshan sukhani recommends selling pnb crompton greave volta bhel,2016-10-21,147.550003,0.0034002039
ashwani gujral recommends selling ajanta pharma indian oil corporation pnb#manish sharma advises buying volta target r,2016-10-18,140.800003,-0.0457472034
major setback liquor baron vijay mallya debt recovery tribunal drt today barred accessing usd million r crore exit,2016-10-13,137.949997,-0.0202415195
united bank india ubi first lender make attempt declare mallya wilful defaulter dismissed calcutta,2016-11-10,159.300003,0.1547662665
prakash gaba recommends picking aurobindo pharma tech mahindra feel adani enterprise may test r,2016-02-10,79.949997,-0.4981167891
consortium evaluated base price kingfisher house r crore bid increment amount r lakh,2016-09-29,136.600006,0.7085679941
ashwani gujral recommends buying sobha itc punjab national bank,2016-09-28,146.5,0.0724743306
lender grounded kingfisher airline however need time look proposal#government decided infuse capital fund tune r crore vijaya bank way preferential allotment equity favour gov,2016-09-23,139.300003,-0.0491467372
sharing view vijay mallya debt repayment plan siddharth purohit senior research analyst said question shift deal,2016-09-22,141.149994,0.0132806243
chandan taparia anand rathi security recommends buying shriram transport finance sks microfinance dlf titan company advises selling pun,2016-09-14,141.899994,0.0053134965
sp tulsian share view glenmark psu bank stock bearish nbfc stock,2016-12-09,135.199997,-0.0472163304
ashwani gujral view state bank india retest r,2016-08-31,127.550003,-0.0565827971
five steel account alone contributed r crore bad loan country second largest bank said,2016-08-24,126.349998,-0.0094081142
sp tulsian interview shared view quarterly earnings transformer rectifier ongc also spoke,2016-08-22,127.449997,0.0087059677
ranked hdfc indian company category others include capital one visa mastercard,2016-08-18,126.599998,-0.0066692744
total cash dispensing machine installed bank year ending march target atm according,2016-03-08,81.5,-0.3562401162
sp tulsian talk fundamental company like tata motor sbi pvr bombay dyeing reliance communication,2016-02-08,94.300003,0.1570552515
sp tulsian interview gave view various stock#sudarshan sukhani view fmcg stock head higher one may see higher level indiabulls housing finance#sbi punjab national bank kept mclr tenor unchanged percent percent respectively,2016-07-29,123.349998,0.3080593221
amit harchekar plus analytics recommends buying raymond radico khaitan advises shorting glenmark pharma,2016-07-28,128.949997,0.045399263
punjab national bank informed bse annual general meeting agm bank held june,2016-07-27,132.800003,0.0298565808
manish hathiramani deen dayal investment recommends buying punjab national bank bank baroda reliance industry,2016-07-26,129.300003,-0.0263554211
borrower classified wilful defaulter collectively owe r crore bank march compared#sanjiv bhasin iifl view one prefer state bank india canara bank bank baroda punjab national bank,2016-07-22,120.199997,-0.0703790084
ashwani gujral recommends selling jet airway britannia industry volta advises buying hdil oriental bank comme,2016-07-20,129.399994,0.0765390784
rajat bose view punjab national bank best bet feel state bank india may test r indi,2016-07-19,131.149994,0.0135239574
toll road firm irb infrastructure said achieved financial closure project tying project finance r crore#per report proposal seek merging andhra bank bank maharashtra vijaya bank bank india another merger likely syndicate,2016-07-15,135.949997,0.0365993383
punjab national bank informed annual general meeting agm company held june,2016-07-14,132.949997,-0.0220669369
punjab national bank waived processing fee documentation charge new housing car loan till,2016-12-07,131.399994,-0.0116585411
interview market expert sp tulsian gave stock pick day talked public sector undertaking psu bankin#interview sanjiv bhasin iifl shared reading outlook market,2016-07-07,116.849998,-0.1107305682
interview prakash diwan investment evangelist shared reading outlook specific stock sector,2016-04-07,81,-0.3068035825
ashwani gujral recommends buying punjab national bank carborundum universal jubilant foodworks,2016-06-30,105.900002,0.3074074321
rajat bose advises buying punjab national bank axis bank bank baroda#rajat bose view vip industry look good advises buying lakshmi vila bank decline,2016-06-22,97,-0.0840415659
seventy five percent fund infusion made immediately government said press release remaining amount linked,2016-06-21,97,0
finance ministry decided allocate r crore bank way preferential allotment equity favour bank united bank ind,2016-06-20,96.5,-0.0051546392
rajat bose view one may probably see good move eros international medium recommends selling mahindra mahindra,2016-06-14,89.900002,-0.0683937617
rbi imposed penalty r crore allahabad bank uco bank r crore bank india violation laundering#interview prakash diwan investment evangelist shared reading outlook specific stock sector,2016-10-06,141.949997,0.5789765722
basis input received public sector bank reserve bank undertaken scrutiny advance import remittance bank oct#rajat bose dr reddy laboratory strongly bullish dr reddy laboratory target r,2016-09-06,132.699997,-0.0651637914
total income company rose percent r crore june quarter r period last fiscal,2016-01-06,109.599998,-0.1740768615
chandan taparia anand rathi security recommends buying tata steel call rural electrification corporation call feel pun,2016-05-31,79,-0.2791970671
punjab national bank informed bse extra ordinary general meeting egm company held august,2016-05-30,77.199997,-0.0227848481
ashwani gujral recommends buying lic housing finance punjab national bank indraprastha gas feel biocon may hi,2016-05-27,76.599998,-0.0077720081
watch interview ajay bodke prabhudas lilladher latha venkatesh anuj singhal sonia shenoy shared readin,2016-05-26,74.550003,-0.0267623375
shahina mukadam independent market expert view one may exit punjab national bank#sandeep wagle view punjab national bank may test r,2016-05-24,71.849998,-0.0362173694
punjab national bank informed extra ordinary general meeting egm bank held august,2016-05-20,73.349998,0.0208768273
ashwani gujral recommends buying arvind gruh finance advises selling bharti airtel,2016-05-19,74.050003,0.009543354
revision qab charge applicable current general account pnb smart banking current account effect#finance ministry set parameter getting capital support fulfil criterion post third quarter result would eligible c,2016-05-18,76.199997,0.029034354
ashwani gujral recommends buying icici bank glenmark pharma pnb#mitesh thacker recommends buying pnb kesoram industry pidilite arvind hul#interview sp tulsian shared reading outlook market specific stock sector#ruchit jain angel broking recommends buying harrison malyalam target r dial target r,2016-05-16,74.949997,-0.0164042001
interview prakash diwan shared reading outlook specific stock sector,2016-05-13,77.599998,0.0353569194
state bank india punjab national bank idfc bank digital wallet paytm also start issuing tag required electronic,2016-12-05,135.649994,0.748066978
mitesh thacker recommends buying hdfc bank asian paint bpcl tv motor ifci like hdfc advises selling marico,2016-03-31,84.699997,-0.3755989624
bank received r crore central government towards preferential allotment equity share r price,2016-03-30,85.550003,0.0100354903
sandeep wagle suggests buying lic housing finance punjab national bank zee entertainment enterprise#sandeep wagle advises selling godrej industry suggests buying havells india,2016-03-21,86.400002,0.0099356981
mitesh thacker advises buying punjab national bank indiabulls real estate lic housing finance tata communication#ashwani gujral suggests buying punjab national bank arvind ceat federal bank indiabulls real estate,2016-03-17,82.75,-0.0422453925
government considering roping bank including sbi pnb pick stake r credit enhancement fund,2016-10-03,143.350006,0.7323263565
state lender said objective drive christened pride ensure availability housing vehicle loan,2016-08-03,121.599998,-0.1517265929
interview prakash diwan altamount capital management shared reading outlook fundamental market speci,2016-02-25,71.75,-0.4099506482
according prakash gaba punjab national bank climb r tata chemical may test r,2016-02-24,72.199997,0.0062717352
prakash gaba like pnb target r sbi target r#ashwani gujral recommends buying petronet lng tv motor bpcl pnb lic housing finance,2016-02-23,72.699997,0.006925208
rbi said remitting due towards end december every year becomes far heavy make difficult cope pressure issui,2016-02-19,76.150002,0.0474553665
public sector lender punjab national bank pnb second quarter profit seen falling percent r crore according consen,2016-02-17,72.650002,-0.0459619161
country second largest public sector lender punjab national bank pnb reported percent degrowth second quarter profit r cro,2016-02-16,72.5,-0.0020647212
villa owned united brewery holding one mallya group company mortgaged kingfisher airline kfa th,2016-11-02,136.699997,0.8855172
sandeep wagle advises buying vedanta punjab national bank motherson sumi,2016-08-02,122.699997,-0.1024140476
interview suresh ganapathy macquarie capital security said unsecured loan consumer durables likely see hig,2016-05-02,84.150002,-0.314180896
prabhudas lilladher recommended accumulate rating punjab national bank target price r research report dated november,2016-01-29,91.300003,0.0849673301
conversation usha ananthasubramanian md ceo punjab national bank pnb said branch pnb working double,2016-01-28,91.400002,0.0010952793
interview sp tulsian say remains bearish public sector bank till f expiry also explains b,2016-01-15,92.199997,0.0087526803
bank atm able cope rush access lower denomination new currency old r note banned,2016-12-01,136.350006,0.4788504386
punjab national bank informed shri balbir singh designated company secretary bank december place shr#ruchit jain angel broking advises buying tata global beverage target r,2016-11-01,143.899994,0.0553721134
essar power ltd approached icici consortium strategic restructuring r debt mw mahan power project set#ashish kyal wave strategy advisor advises buying grasim industry target r,2016-09-01,125.75,-0.12612922
activity started december served customer city continue next week,2016-07-01,105.25,-0.1630218688
ashwani gujral recommends selling state bank india punjab national bank amara raja battery advises buying infosys,2016-04-01,87.650002,-0.1672208836
indigenous digital payment app bhim downloaded million time enabled lakh transaction since launch niti aayog ceo amitabh#impact financier likely negative financier dependent market financing could likely face sque,2017-12-28,170.800003,0.9486594307
even hope wider farm loan waiver risen wake pm narendra speech december ambit report warns,2017-12-19,178.75,0.0465456491
prakash gaba view hindustan zinc look good like pnb#prakash gaba like reliance industry hindustan zinc feel punjab national bank climb r,2017-12-14,169.600006,-0.0511887776
sameet chavan angel broking advises buying britannia industry target r,2017-12-13,167.800003,-0.0106132249
ashwani gujral recommends buying punjab national bank bank india union bank india#speaking romesh sobti md ceo indusind bank said cv sale november bad expected december bad,2017-12-12,173.699997,0.0351608695
interview analyst sp tulsian talked view market various stock sector,2017-05-12,169.149994,-0.0261946061
ashwani gujral recommends buying srf punjab national bank bajaj auto#prakash gaba view punjab national bank jubilant foodworks look good like dlf srf#ashwani gujral recommends buying manappuram finance india cement havells india pvr,2017-04-12,158.800003,-0.0611882434
punjab national bank pnb today said provide technology platform pilot launch india post payment bank ippb,2017-11-21,186.300003,0.1731738003
average borrowing cost percent compared percent period last fiscal said sk dubey md pnb gilt,2017-08-11,140.350006,-0.2466451758
ashwani gujral recommends buying union bank india punjab national bank ifb industry beml himatsingka seide,2017-07-11,149.399994,0.0644815648
sp tulsian consistently maintained negative stance psu bank due past performance earning,2017-01-11,123.599998,-0.1726907432
public sector bank private bank could also see consolidation belief sp tulsian#despite receiving nod listing two week ago public sector bank stakeholder namely state bank india punjab national,2017-10-30,203.949997,0.6500809086
mitessh thakkar recommends buying hcl technology karnataka bank feel r infosys may head r#vijay chopra enoch venture suggests buying jet airway target r,2017-10-24,138.199997,-0.3223829417
ministry unique identification authority india uidai instructed bank move aadhaar pay platform march end,2017-10-13,135,-0.0231548268
telecom sector undergoes consolidation margin company continue remain pressure said sp tulsian#reinstate presence dominant insurer largest institutional investor indian market life insurance behemoth life insurance co,2017-09-22,137.699997,0.0199999778
